"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","APC-A","DAPI-A","FITC-A","PE-A","V-510_50-A","Time"
120307,40142,196414,111608,25370,262143,1697.81,146.06,132.98,280.17,163.48,41.8114
115535,36041,210086,121366,24871,262143,1486.72,91.12,126.88,273.24,139.36,41.9259
121922,41147,194189,113106,24133,262143,1463.49,134,140.3,327.69,190.95,42.4766
118868,39243,198510,118251,24407,262143,1477.63,131.99,167.14,267.3,165.49,42.5439
118406,37810,205232,91295,22705,262143,1120.09,318.25,217.16,225.72,290.78,42.9148
117877,39675,194712,104996,22131,262143,6517.53,108.54,80.52,258.39,117.25,42.9316
123685,38838,208709,116928,23567,262143,1630.14,74.37,126.88,285.12,131.32,43.2206
119883,41503,189303,113882,24878,262143,1454.4,121.27,140.3,286.11,165.49,43.3047
146858,52310,183990,104358,24940,262143,1163.52,156.11,181.78,277.2,196.31,43.4466
125367,39876,206041,111692,23195,262143,1383.7,113.9,125.66,281.16,140.7,43.4729
114810,38201,196963,116544,25985,262143,1608.93,87.1,156.16,268.29,135.34,43.6904
118991,39994,194984,107083,26797,261887,1345.32,128.64,162.26,240.57,176.88,44.3882
113260,35703,207898,113725,23493,262143,1386.73,121.94,173.24,289.08,191.62,44.4145
140210,52838,173905,113445,22836,262143,1151.4,129.31,146.4,305.91,162.14,44.529
112782,33767,218890,120093,26113,262143,1588.73,121.94,200.08,278.19,194.97,44.5532
126824,40109,207224,104750,21845,262143,1905.87,125.29,141.52,256.41,198.32,44.5784
120693,40228,196623,119570,28941,262143,1678.62,136.68,129.32,288.09,191.62,44.6698
115369,34903,216624,123058,26044,262143,1540.25,101.17,142.74,286.11,125.96,44.6909
129636,42342,200647,118966,28533,262143,1773.56,134,184.22,262.35,186.26,44.8275
120947,38455,206121,110656,24096,262143,1107.97,121.94,98.82,221.76,188.94,44.8506
121913,40649,196553,115597,23152,262143,1479.65,140.03,159.82,292.05,199.66,45.1627
132716,45980,189161,112246,25748,262143,1234.22,114.57,115.9,262.35,127.3,45.1879
119992,39051,201372,90710.7,21027,262143,1010,103.85,97.6,185.13,144.05,45.6115
115126,38327,196856,112700,24027,262143,1919,97.15,140.3,283.14,142.71,45.8962
118599,39339,197578,109854,23564,262143,1486.72,88.44,106.14,258.39,134,45.9152
130309,40039,213291,114410,25676,262143,1047.37,103.18,120.78,239.58,148.74,45.9351
120974,40882,193927,118912,25509,262143,1588.73,140.03,169.58,309.87,207.03,46.0371
118018,37810,204561,109485,23134,262143,1411.98,120.6,131.76,254.43,181.57,46.1915
122139,41369,193491,119594,26341,262143,3587.52,138.69,131.76,295.02,166.83,46.3818
124532,41307,197578,115256,26117,262143,1368.55,157.45,137.86,240.57,172.19,46.4385
118756,42605,182673,112271,24097,262143,1853.35,126.63,184.22,242.55,154.1,47.2519
116190,38236,199148,119196,25212,262143,1917.99,170.85,161.04,261.36,167.5,47.2708
114150,38118,196257,109591,23278,262143,4317.75,89.78,141.52,284.13,143.38,47.6513
128444,42932,196071,109039,25809,262143,1355.42,107.2,141.52,275.22,160.8,47.6712
131901,43103,200549,104050,20437,262143,1433.19,150.75,113.46,234.63,172.86,47.7889
138419,46255,196117,107239,21764,262143,1061.51,105.86,123.22,241.56,129.98,48.3627
119839,41236,190460,114453,22816,262143,1087.77,97.82,106.14,272.25,137.35,48.3848
130411,46690,183051,114204,25061,262143,1475.61,142.04,148.84,274.23,173.53,48.4468
133336,47646,183400,105532,22641,262143,1220.08,142.71,158.6,233.64,158.79,48.4941
117845,38299,201653,113358,25629,262143,1127.16,120.6,174.46,267.3,158.12,48.5151
116987,40183,190799,99717.9,21265,262143,1601.86,92.46,132.98,231.66,134.67,48.5666
120678,39447,200490,114277,27171,262143,1169.58,138.02,180.56,288.09,186.26,48.8777
120999,39535,200577,108726,21001,262143,1265.53,125.29,185.44,259.38,208.37,48.9712
128813,41645,202710,118993,24589,262143,1245.33,99.83,142.74,227.7,146.06,49.2087
133443,46617,187599,97556.1,21292,262143,1513.99,119.26,117.12,233.64,164.82,49.9927
131918,44794,193003,111279,22911,262143,1190.79,125.29,139.08,199.98,155.44,50.0126
107486,34517,204079,108035,22901,262143,1220.08,89.11,148.84,242.55,129.98,50.2785
127955,45698,183501,112778,25677,262143,1171.6,96.48,97.6,272.25,150.08,50.3027
117608,38594,199710,113382,24397,262143,1116.05,131.32,137.86,302.94,156.11,50.8481
110875,33915,214251,108835,23221,262143,1123.12,101.17,128.1,289.08,100.5,50.8691
138239,50279,180188,90487.4,21808,262143,1057.47,148.74,136.64,212.85,180.23,50.8891
128629,39644,212639,123464,24320,262143,742.35,147.4,174.46,315.81,169.51,50.907
115503,35895,210882,118410,25306,262143,1657.41,105.86,167.14,305.91,173.53,51.217
120651,40817,193718,115434,23525,262143,1349.36,123.28,122,272.25,180.23,51.506
141586,49186,188651,108442,25547,262143,1082.72,103.18,107.36,247.5,116.58,51.5354
116335,39094,195021,111356,25759,262143,1290.78,156.11,167.14,227.7,176.88,51.5669
134698,46711,188983,74858,18701,262143,1105.95,223.78,203.74,214.83,196.31,51.7729
125326,43343,189497,109577,25388,262143,1943.24,118.59,135.42,278.19,171.52,52.0882
122541,41950,191439,112657,24932,262143,1153.42,103.18,104.92,257.4,142.71,52.1061
119179,39802,196235,117008,24971,262143,1498.84,109.21,134.2,272.25,182.91,52.1985
124549,42639,191431,98189.3,21612,262143,915.06,130.65,157.38,236.61,178.89,52.2269
125948,44965,183568,110820,22985,262143,1546.31,132.66,150.06,243.54,177.55,52.3446
