"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","APC-A","DAPI-A","FITC-A","PE-A","V-510_50-A","Time"
135979,45849,194366,117093,23965,262143,16493.3,156.11,146.4,267.3,186.93,58.3311
135027,46802,189076,114541,25972,262143,9904.06,150.08,167.14,233.64,195.64,58.6881
120091,39091,201332,121632,23541,262143,17737.6,95.81,111.02,312.84,148.07,58.7113
135218,47498,186569,111895,23301,262143,16698.3,140.03,134.2,239.58,164.82,58.7385
122473,41223,194707,121373,24539,262143,18941.5,105.19,147.62,299.97,154.77,59.1359
130679,45859,186751,120153,24756,262143,18961.7,95.81,136.64,254.43,131.32,59.1672
130522,44823,190836,116559,26601,262143,9179.89,162.81,156.16,305.91,199.66,59.2983
153943,56071,179929,100134,21879,262143,12809.8,119.26,135.42,237.6,158.79,59.4416
146736,52246,184062,104842,21142,262143,8952.64,143.38,132.98,250.47,169.51,60.2343
160921,61158,172441,85097.4,21097,262143,7021.52,285.42,203.74,196.02,261.3,60.5874
8931.13,10015,58443.4,90.28,69,85747.7,29.29,4.69,18.3,0.99,-1.34,61.2248
113858,37908,196840,111159,24344,262143,12401.8,81.07,118.34,267.3,138.02,61.2278
125730,40132,205319,120513,24549,262143,18043.7,104.52,157.38,313.83,154.1,61.3963
122503,42608,188424,122296,28112,262143,14072.3,162.81,185.44,280.17,188.27,62.2072
129976,44690,190604,114944,22976,262143,12710.8,128.64,215.94,312.84,158.12,62.5058
127937,41690,201115,128653,28045,262143,13126,135.34,187.88,308.88,192.29,62.6561
137359,46382,194083,117623,28341,262143,17589.2,158.79,201.3,267.3,193.63,62.8548
141546,50578,183407,109210,23151,262143,13544.1,158.79,167.14,266.31,209.04,62.886
221360,36075,262143,220669,26326,262143,28663.8,122.61,295.24,488.07,233.16,62.9213
132962,44887,194127,118577,26289,262143,19618.2,73.03,123.22,251.46,151.42,64.054
106768,23267,262143,227016,35579,262143,42431.1,225.12,381.86,529.65,300.83,65.1373
144083,44566,211879,103356,20280,262143,489.85,36.85,39.04,134.64,21.44,65.1373
126137,42777,193247,124076,31648,256935,19245.6,118.59,122,258.39,166.83,65.6043
123034,40806,197597,137076,28776,262143,15319.7,117.25,161.04,290.07,182.24,65.8302
133432,44466,196659,127169,29964,262143,16591.3,125.29,173.24,320.76,190.28,66.0995
136932,47687,188185,117926,23722,262143,15360.1,154.1,212.28,261.36,217.75,66.1167
121992,41130,194381,111908,21990,262143,18053.8,109.21,134.2,308.88,123.95,66.3386
117868,39846,193861,110089,23573,262143,11218.1,93.8,153.72,245.52,133.33,66.3638
124885,41307,198138,125207,27318,262143,15373.2,138.69,140.3,232.65,181.57,67.323
144967,52081,182419,104323,24319,262143,13740,103.85,132.98,295.02,130.65,67.5388
166748,59475,183741,70201.2,17559,262014,6994.25,4428.03,1095.56,306.9,2064.94,67.6387
121702,41100,194059,114969,24157,262143,12467.4,134,135.42,283.14,178.22,68.727
128953,42456,199055,114257,21931,262143,17280.1,142.71,190.32,266.31,166.16,68.8319
123877,41126,197403,122688,26331,262143,13082.5,126.63,124.44,285.12,166.83,69.308
133034,48978,178009,120449,23973,262143,15010.6,128.64,162.26,281.16,163.48,71.0882
132312,42896,202144,123861,25996,262143,15856,94.47,158.6,290.07,138.69,71.4311
151946,49843,199785,14123.9,5075,182389,217.15,69.01,-6.1,0.99,81.07,71.5955
145763,50800,188045,105442,21446,262143,12811.8,141.37,139.08,258.39,180.23,71.654
123577,40396,200484,125528,26161,262143,19519.3,144.05,184.22,274.23,207.7,71.9586
124154,42390,191945,125996,26619,262143,20224.2,127.3,159.82,313.83,205.69,71.9839
127552,39359,212385,127213,30403,262143,18265.8,158.12,189.1,332.64,198.99,72.0111
137131,45138,199101,106651,22573,262143,13654.2,152.09,203.74,268.29,212.39,72.4922
137966,49854,181365,106144,22714,262143,17711.4,128.64,135.42,237.6,165.49,72.5225
131438,45295,190174,109953,22873,262143,13474.4,104.52,141.52,275.22,149.41,72.8039
132884,47446,183550,113045,27212,262143,17807.3,123.28,129.32,252.45,182.24,72.9199
128493,43835,192104,132769,28153,262143,13893.6,148.07,184.22,282.15,186.26,73.3354
139871,46097,198854,108356,27185,261217,13381.5,146.06,148.84,242.55,209.04,73.4514
125310,41496,197906,120479,26102,262143,17532.6,106.53,140.3,313.83,164.82,74.8706
138519,49271,184245,112296,23661,262143,16721.6,145.39,168.36,274.23,211.05,74.9038
132000,42543,203341,113958,24684,262143,14404.6,107.87,120.78,292.05,134,75.3638
119553,42766,183207,79910,15725,262143,53852.2,146.73,184.22,204.93,205.02,76.4491
28383.7,10366,179448,37801.7,13394,184961,13243.1,0.67,19.52,114.84,1.34,76.4491
52997.6,20115,172670,93278.8,25574,239036,2700.74,71.69,78.08,140.58,136.68,76.4491
105165,31923,215898,70725.8,13729,262143,22451.3,275.37,252.54,246.51,221.77,76.6458
132352,45550,190424,113752,23501,262143,19461.7,107.2,162.26,306.9,134.67,76.7032
132082,42344,204424,114148,24926,262143,15004.6,152.76,153.72,282.15,209.71,76.7325
126285,43847,188752,122769,27098,262143,16000.4,150.08,112.24,267.3,211.05,76.7991
125166,39996,205092,119649,23516,262143,16879.1,143.38,189.1,281.16,184.25,77.0815
128019,43271,193890,113552,23938,262143,16975.1,148.74,135.42,287.1,192.29,77.1047
158611,58730,176992,108840,27793,256645,13140.1,148.74,159.82,278.19,186.93,77.1238
115327,40141,188288,122554,30557,262143,15185.3,156.78,132.98,280.17,193.63,77.3003
144346,50118,188752,114625,28598,262143,14827.8,130.65,119.56,237.6,183.58,77.8127
144397,48956,193300,105880,21050,262143,13188.6,117.92,168.36,277.2,146.73,78.6317
138215,48571,186491,120941,28332,262143,19535.4,142.04,176.9,300.96,203.01,79.4538
123906,43179,188061,110858,21481,262143,17616.4,118.59,135.42,298.98,156.78,79.9752
136594,47351,189053,116747,26508,262143,19045.6,169.51,169.58,261.36,218.42,80.3726
138143,46674,193969,101469,21564,262143,10763.6,157.45,157.38,225.72,202.34,80.3958
125462,42982,191296,118192,25392,262143,23393.6,142.71,157.38,288.09,221.77,80.417
262143,54957,262143,262143,28795,262143,141220,529.3,577.06,974.16,726.28,80.5219
137264,45936,195832,115239,26020,262143,16538.8,155.44,126.88,275.22,196.98,80.645
151777,53671,185330,105508,24019,262143,11626.1,134,156.16,205.92,170.18,80.9102
134084,45365,193703,112260,24175,262143,17261.9,138.02,158.6,280.17,185.59,81.5174
122765,41282,194891,118072,27770,262143,18771.9,146.73,125.66,313.83,182.91,81.9572
120842,39663,199669,118489,22188,262143,10433.3,143.38,167.14,325.71,198.32,81.9794
140105,48370,189826,113205,30885,240214,8897.09,146.73,150.06,244.53,171.52,82.1529
143021,50842,184355,100722,25149,262143,15850.9,142.04,120.78,224.73,201.67,82.7429
130048,43382,196460,113636,25072,262143,15488.3,154.1,168.36,301.95,190.95,82.7722
124669,40451,201981,116852,23869,262143,18321.4,87.1,170.8,283.14,134,83.2503
121218,39888,199161,122170,26694,262143,19985.9,121.27,174.46,302.94,173.53,83.4258
166395,62748,173789,76235.4,18863,262143,4234.93,663.3,320.86,164.34,497.14,83.454
117665,39890,193314,123426,27313,262143,17454.8,123.28,189.1,329.67,185.59,83.566
127020,41339,201368,119526,23368,262143,14545,137.35,148.84,287.1,175.54,83.7889
128691,44136,191089,107122,22464,262143,11503.9,125.29,145.18,266.31,192.29,83.8121
179979,67637,174388,65760.4,17532,245818,3705.69,320.26,364.78,157.41,266.66,84.4596
138571,49802,182350,108370,21557,262143,18939.5,126.63,154.94,292.05,138.02,85.1788
139838,49714,184343,112943,24190,262143,17400.3,142.04,154.94,240.57,200.33,85.2776
121300,37769,210477,110938,22361,262143,13627.9,119.26,130.54,251.46,136.68,85.4622
